1499,Stanley Druckenmiller,520,2014,60,3.1
1500,Stelios Haji-Ioannou,520,2014,47,3.1
1501,Syed Mokhtar AlBukhary,520,2014,62,3.1
1502,Taha Mikati,520,2014,69,3.1
1503,Theo Mueller,520,2014,74,3.1
1504,Wang Yung-Tsai,520,2014,93,3.1
1505,"William Conway, Jr.",520,2014,64,3.1
1506,Yitzhak Tshuva,520,2014,65,3.1
1507,Alexander Nesis,551,2014,51,3.0
1508,"Amos Hostetter, Jr.",551,2014,77,3.0
1509,Anthony Pratt,551,2014,53,3.0
1510,Brian Acton,551,2014,42,3.0
1511,Edward Lampert,551,2014,51,3.0
1512,Fred DeLuca,551,2014,66,3.0
1513,Friedhelm Loh,551,2014,67,3.0
1514,H. Fisk Johnson,551,2014,55,3.0
1515,Harry Stine,551,2014,72,3.0
1516,Helen Johnson-Leipold,551,2014,57,3.0
1517,Husnu Ozyegin,551,2014,69,3.0
1518,Imogene Powers Johnson,551,2014,84,3.0
1519,James Leprino,551,2014,76,3.0
1520,Jerry Jones,551,2014,71,3.0
1521,John Catsimatidis,551,2014,65,3.0
1522,John Paul DeJoria,551,2014,70,3.0
1523,Kerr Neilson,551,2014,64,3.0
1524,Kushal Pal Singh,551,2014,82,3.0
1525,Lawrence Ho,551,2014,37,3.0
1526,Lu Zhiqiang,551,2014,61,3.0
1527,Michel Leclercq,551,2014,74,3.0
1528,Paul Ramsay,551,2014,78,3.0
1529,Peter Buck,551,2014,83,3.0
1530,"Robert Rich, Jr.",551,2014,73,3.0
1531,S. Curtis Johnson,551,2014,58,3.0
1532,Samuel Tak Lee,551,2014,74,3.0
1533,Tang Yiu,551,2014,80,3.0
1534,Wang Yusuo,551,2014,49,3.0
1535,Winnie Johnson-Marquart,551,2014,54,3.0
1536,Anil Agarwal,580,2014,60,2.9
1537,Carlo Benetton,580,2014,70,2.9
1538,David Filo,580,2014,47,2.9
1539,"David Rockefeller, Sr.",580,2014,98,2.9
1540,Do Won Chang,580,2014,0,2.9
1541,Farhad Moshiri,580,2014,58,2.9
1542,Fernando Roberto Moreira Salles,580,2014,67,2.9
1543,Gilberto Benetton,580,2014,72,2.9
1544,Giuliana Benetton,580,2014,76,2.9
1545,Herbert Louis,580,2014,85,2.9
1546,Igor Olenicoff,580,2014,71,2.9
1547,Jaime Gilinski Bacal,580,2014,56,2.9
1548,Jin Sook Chang,580,2014,0,2.9
1549,Joao Moreira Salles,580,2014,52,2.9
1550,John Arnold,580,2014,39,2.9
1551,John Fisher,580,2014,52,2.9
1552,Josephine Louis,580,2014,83,2.9
1553,Joshua Harris,580,2014,49,2.9
1554,Luciano Benetton,580,2014,78,2.9
1555,Magdalena Martullo-Blocher,580,2014,45,2.9
1556,Marc Rowan,580,2014,52,2.9
1557,Michael Pieper,580,2014,68,2.9
1558,Michael Ying,580,2014,64,2.9
1559,Oprah Winfrey,580,2014,60,2.9
1560,Pedro Moreira Salles,580,2014,54,2.9
1561,Rahel Blocher,580,2014,38,2.9
1562,Robert Kraft,580,2014,72,2.9
