Andre Esteves,BRA,BTG Pactual,founder,male
Anthony Pritzker,USA,Hyatt,relation,male
Antonio Ermirio de Moraes,BRA,Votorantim Group,relation,male
Archie Aldis Emmerson,USA,Sierra Pacific Industries,founder,male
Daniel D'Aniello,USA,Carlyle Group,founder,male
David Azrieli,CAN,Azrieli Group,founder,male
David Rubenstein,USA,Carlyle Group,founder,male
Eddie & Sol Zakay,GBR,Topland Group,founder,male
Ermirio Pereira de Moraes,BRA,Votorantim Group,relation,male
Hans Peter Wild,DEU,?Rudolf WILD GmbH & Co. KG,relation,male
Isaac Perlmutter,USA,Marvel Entertainment,CEO,male
James Jannard,USA,"Oakley, Inc",founder,male
Jay Robert (J.B.) Pritzker,USA,Hyatt,relation,male
"Jeremy Jacobs, Sr.",USA,Delaware North Companies,relation,male
Judy Faulkner,USA,Epic Systems,founder,female
Maria Helena Moraes Scripilliti,BRA,Votorantim Group,relation,female
Mohamed Mansour,EGY,Mansour Group,relation,male
Mohammed Al Issa,SAU,Savola Group,shareholder,male
Najib Mikati,LBN,Investcom,founder,male
Peter Kellogg,USA,"Spear, Leeds & Kellogg",relation,male
Roger Wang,USA,Golden Eagle International Group,founder,male
Shi Yuzhu,CHN,Giant Interactive,founder,male
Stanley Druckenmiller,USA,Duquesne Capital,founder,male
Stelios Haji-Ioannou,CYP,Easy Jet,founder,male
Syed Mokhtar AlBukhary,MYS,MMC Corp./DRBHicom,owner,male
Taha Mikati,LBN,Investcom,founder,male
Theo Mueller,DEU,Muller,relation,male
Wang Yung-Tsai,Taiwan,Formosa Plastics,founder,male
"William Conway, Jr.",USA,Carlyle Group,founder,male
Yitzhak Tshuva,ISR,El-Ad Group,founder and chairman,male
Alexander Nesis,RUS,ICT Group,founder,male
"Amos Hostetter, Jr.",USA,Continental Cablevision,founder,male
Anthony Pratt,AUS,Pratt Industries/Visy Industries,relation,male
Brian Acton,USA,WhatsApp,founder,male
Edward Lampert,USA,ESL Investment,founder,male
Fred DeLuca,USA,Subway,founder,male
Friedhelm Loh,DEU,Loh Group,relation,male
H. Fisk Johnson,USA,S. C. Johnson & Son,relation,male
Harry Stine,USA,The Stine Seed Group,founder,male
Helen Johnson-Leipold,USA,S. C. Johnson & Son,relation,female
Husnu Ozyegin,TUR,FIBA Holding,founder,male
Imogene Powers Johnson,USA,S. C. Johnson & Son,relation,female
James Leprino,USA,Leprino Foods,relation and chairman,male
Jerry Jones,USA,Jones Oil and Land Lease,founder,male
John Catsimatidis,USA,Gristedes Foods,founder,male
John Paul DeJoria,USA,John Paul Mitchell Systems/Patron Spirits Company,founder,male
Kerr Neilson,AUS,Platinum Asset Management,founder,male
Kushal Pal Singh,IND,DLF Limited,relation and chairman,male
Lawrence Ho,HKG,"Sociedade de Turismo e Divers?es de Macau, SA",relation,male
Lu Zhiqiang,CHN,Oceanwide Group of Beijing,chairman,male
Michel Leclercq,FRA,Oxylane,founder,male
Paul Ramsay,AUS,Ramsay Health Care,founder,male
Peter Buck,USA,Subway,founder,male
"Robert Rich, Jr.",USA,Rich Products Corporation,relation,male
S. Curtis Johnson,USA,S. C. Johnson & Son,relation,male
Samuel Tak Lee,HKG,Prudential Enterprise,relation,male
Tang Yiu,HKG,Belle Holdings,founder,male
Wang Yusuo,CHN,ENN Energy Group,founder,male
Winnie Johnson-Marquart,USA,S. C. Johnson & Son,relation,female
Anil Agarwal,IND,Vedanta Resources,founder,male
Carlo Benetton,ITA,Benetton Group,founder,male
David Filo,USA,Yahoo!,founder,male
"David Rockefeller, Sr.",USA,Standard Oil,relation,male
Do Won Chang,USA,Forever 21,founder,male
Farhad Moshiri,GBR,Metalloinvest,founder,male
Fernando Roberto Moreira Salles,BRA,Unibanco,relation,male
Gilberto Benetton,ITA,Benetton Group,founder,male
Giuliana Benetton,ITA,Benetton Group,founder,female
Herbert Louis,USA,S. C. Johnson & Son,relation,male
Igor Olenicoff,USA,Olen Properties,founder,male
Jaime Gilinski Bacal,COL,Gilinski Group,relation,male
Jin Sook Chang,USA,Forever 21,founder,female
Joao Moreira Salles,BRA,Unibanco,relation,male
John Arnold,USA,Centaurus Advisors,founder,male
John Fisher,USA,The Gap,relation,male
Josephine Louis,USA,S. C. Johnson & Son,relation,female
Joshua Harris,USA,Apollo Group Management,founder,male
Luciano Benetton,ITA,Benetton Group,founder,male
Magdalena Martullo-Blocher,CHE,EMS-Chemie,relation and ceo,female
Marc Rowan,USA,Apollo Group Management,founder,male
Michael Pieper,CHE,Artemis Goup,relation,male
Michael Ying,HKG,Esprit Holdings Limited,former chairman and CEO,male
Oprah Winfrey,USA,Harpo Productions,"founder, chairwoman, ceo",female
Pedro Moreira Salles,BRA,Unibanco,relation,male
Rahel Blocher,CHE,EMS-Chemie,relation,female
Robert Kraft,USA,International Forest Products,founder,male
Thomas Pritzker,USA,Hyatt,relation,male
Tom Gores,USA,Platinum Equity,founder,male
"Walter Scott, Jr.",USA,Piewit Corporation,former CEO,male
Walther Moreira Salles Junior,BRA,Unibanco,relation,male
Abilio dos Santos Diniz,BRA,Companhia Brasileira de Distribui?ao,relation,male
Alexandra Schorghuber,DEU,Schorghuber Group,relation,female
Alexandre Soares dos Santos,PRT,Jeronimo Martins,relation,male
Alfred Taubman,USA,Taubman Centers,founder,male
Angela Leong,HKG,"Sociedade de Turismo e Divers?es de Macau, SA",relation,female
Bernard Broermann,DEU,Asklepios Kliniken GmbH,founder,male
Chee Chen Tung,HKG,Orient Overseas Container Line,relation,male
Dirk Rossmann,DEU,Rossmann,founder,male
"Edward DeBartolo, Jr.",USA,Edward J. DeBartolo Corporation,relation,male
Erman Ilicak,TUR,Ronesans Construction,founder,male
Gautam Adani,IND,Adani Group,founder,male
Huang Rulun,CHN,Century Golden Resources Group,founder,male
Joan Tisch,USA,Loews Corporation,relation,female
John Caudwell,GBR,Midland Mobile Phones,founder,male
Krit Ratanarak,THA,Bank of Ayudhya/Bangkok Broadcasting and Television Company,relation,male
Leandro Rizzuto,USA,Conair,founder,male
Mary Alice Dorrance Malone,USA,Campbell Soup,relation,female
Masahiro Miki,JPN,ABC-Mart,founder,male
Michael & Rainer Schmidt-Ruthenbeck,DEU,Metro AG,relation,male
Michael Moritz,USA,Sequoia Capital,partner,male
Naguib Sawiris,EGY,Orascom,relation,male
Othman Benjelloun,MAR,RMA Watanya,relation,male
Peter Sondakh,IDN,Golden Eagle Energy,owner,male
Philippe Foriel-Destezet,FRA,Adecco,owner,male
Robert Bass,USA,Sid Richardson Gasoline Co,relation,male
Saif Al Ghurair,ARE,Al-Ghurair Group,relation,male
Suh Kyung-Bae,KOR,AmorePacific,relation,male
Viktor Rashnikov,RUS,Magnitogorsk Metallurgical Enterprise,general director,male
W. Herbert Hunt,USA,Petro-Hunt,relation,male
"Wilbur Ross, Jr.",USA,WL Ross & Co,founder,male
Yang Kai,CHN,China Huishan Dairy Holding,chairman,male
Ziyad Manasir,RUS,Stroygazconsulting,founder,male
Richard Chandler,NZL,Chandler Corporation,founder,male
Dagmar Dolby,USA,Dolby Laboratories,relation,female
David Bonderman,USA,TPG Capital,founder,male
Elaine Wynn,USA,Wynn Resorts (formarly Mirage Resorts),founder,female
Eva Maria Bucher-Haefner,CHE,CA Technologies,relation,female
Hanni Toosbuy Kasprzak,DEN,ECCO,relation,female
Jean-Michel Besnier,FRA,Lactalis,relation,male
Jeff Sutton,USA,Wharton Properties,founder,male
Johan Johannson,NOR,Joh. Johannson,relation,male
Law Kar Po,HKG,Park Hotel Group,founder,male
Liu Qiangdong,CHN,JD.com,founder,male
Marie Besnier Beauvalot,FRA,Lactalis,relation,female
Michael Rubin,USA,Kynetic/GSI,founder,male
Miguel Krigsner,BRA,O Botic?rio,founder,male
Patrice Motsepe,ZAF,African Rainbow Minerals,founder and executive chairman,male
Qiu Guanghe,CHN,Zhejiang Semir Garment,chairman,male
Robert Pera,USA,Ubiquiti Networks,founder,male
Ron Burkle,USA,Yucaipa Companies,founder,male
Tong Jinquan,CHN,Summit,chairman,male
Ye Chenghai,HKG,Shenzhen Salubris Pharmaceuticals,chairman,male
Yeoh Tiong Lay,MYS,YTL Corporation,founder,male
A. Jerrold Perenchio,USA,Univision,former chairman and CEO,male
Anita Zucker,USA,Hudson's Bay Company,relation,female
Cristina Green,GBR,Arcadia,owner,female
Daniel Mate,ESP,Glencore Xstrata,leadership,male
Danil Khachaturov,RUS,Rosgosstrakh,chairman,male
Edson de Godoy Bueno,BRA,Amil,founder,male
Emilio Azcarraga Jean,MEX,Grupo Televisa,relation,male
Helmut Sohmen,AUT,BW Group,relation,male
"Herbert Allen, Jr.",USA,Allen & Company,relation,male
Hui Lin Chit,CHN,Hengan Internationl Group Company Limited,founder,male
Jason Chang,SGP,Advanced Semiconductor Engineering,founder,male
Maria Luisa Solari Falabella,CHL,SACI Falabella,relation,female
Mark Cuban,USA,Broadcast.com,founder,male
Martin Viessmann,DEU,Viessmann Group,relation,male
Pan Zhengmin,CHN,AAC Technologies,founder,male
Patrick Lee,HKG,Lee & Man Paper Manufacturing,founder,male
Philip Green,GBR,Arcadia,owner,male
Reinhold Schmieding,USA,Arthrex Inc,founder,male
Richard Rainwater,USA,ENSCO International,founder,male
Sean Parker,USA,"Napster, Plaxo, Airtime",founder,male
Sze Man Bok,CHN,Hengan Internationl Group Company Limited,founder,male
Torbjorn Tornqvist,SWE,Gunvor Group,founder,male
Ty Warner,USA,Ty Inc.,founder,male
Vasily Anisimov,RUS,Metalloinvest/Coalco,investor,male
Vladimir Bogdanov,RUS,Surgutneftegaz,president,male
Yasumitsu Shigeta,JPN,Hikari Tsushin,founder,male
Abdulla Al Futtaim,ARE,Al-Futtaim Group,relation,male
Aristotelis Mistakidis,GRC,Glencore Xstrata,"co-director of zinc, copper and lead",male
Belmiro de Azevedo,PRT,Sonae SGPS,chairman,male
Bernardo Matte,CHL,CMPC,relation,male
Bernd Freier,DEU,s.Oliver,founder,male
Charles Dunstone,GBR,The Carphone Warehouse,founder,male
Chey Tae-Won,KOR,SK Corporation,chariman,male
Clive Calder,GBR,Zomba Group,founder,male
Dan Friedkin,USA,Gulf States Toyota Distributors,relation,male
Dan Gertler,ISR,DGI Group,founder,male
David Cheriton,CAN,Google,investor,male
Eduardo Belmont Anderson,PER,Belcorp,founder,male
Eliodoro Matte,CHL,CMPC,relation,male
Ennio Doris,ITA,Mediolanum SpA,founder,male
Folorunsho Alakija,NGA,Famfa Limited,founder,female
Francisco Jose Riberas Mera,ESP,Corporation Gestamp SL,relation,male
H. Wayne Huizenga,USA,Waste Management,founder,male
Henry Hillman,USA,Pittsburgh Coke & Chemical,relation,male
Hubert Burda,DEU,Hubert Burda Media,relation,male
Jack Dangermond,USA,Environmental Systems Research Institute,founder,male
Jeff Greene,USA,,founder,male
"John Dorrance, III.",IRL,Campbell Soup,relation,male
Juan Maria Riberas Mera,ESP,Corporation Gestamp SL,relation,male
Juan-Miguel Villar Mir,ESP,Obrascon Huarte Lain S.A.,Chairman and Chief Executive Officer,male
Kjell Inge Rokke,NOR,Aker Soulutions ASA,owner,male
Madeleine Olsson Ericksson,SWE,Stena Sphere,relation,female
Michael Milken,USA,Drexel Burnham Lambert,head of high-yield bond trading dept,male
Min Kao,USA,Garmin,founder,male
Mochtar Riady,IDN,Lippo Group,founder,male
Neil Bluhm,USA,JMB Realty,founder,male
Pang Kang,CHN,Foshan Haitian Flavoring and Food,chairman,male
Patricia Matte,CHL,CMPC,relation,female
Philip Niarchos,GRC,Niarchos Ltd,relation,male
Phillip Ruffin,USA,New Frontier Hotel and Casino,owner,male
Shigenobu Nagamori,JPN,Nidec,founder,male
Siegfried Meister,DEU,Rational AG,founder,male
Stefan Olsson,SWE,Stena Sphere,relation,male
Teddy Sagi,ISR,Playtech,founder,male
Timothy Headington,USA,Headington Oil,founder,male
Valery Kogan,RUS,East Line Group,investor,male
Warren Stephens,USA,Stephans Inc.,relation,male
William Erbey,USA,Ocwen Financial,executive chairman,male
William Fung,HKG,Li & Fung Group,relation,male
"William Wrigley, Jr.",USA,Wm Wrigley Jr. Company,relation,male
Abdullah Al Rajhi,SAU,Al Rajhi bank,founder,male
Andrej Babis,CZE,Agrofert,owner and former CEO,male
Barry Diller,USA,IAC ,Chairman and Chief Executive Officer,male
Bharat Desai,USA,Syntel,founder,male
Brijmohan Lall Munjal,IND,Hero Group,founder,male
Carlos Ardila Lulle,COL,Organizacion Ardila Lulle,relation,male
Edwin Leong,HKG,Tai Hung Fai Enterprise,founder,male
Esther Grether,CHE,Doetsch Grether,relation,female
George Argyros,USA,Arnel & Affiliates,investor,male
Henry Fong Yun Wah,HKG,Hip Shing Hong Group,founder,male
Ingeburg Herz,DEU,Maxingvest AG,relation,female
Juan Abello,ESP,Abello Laboratories,relation,male
Ken Fisher,USA,Fisher Investments,founder,male
Kevin Plank,USA,Under Armour,founder,male
Kwek Leng Beng,SGP,Hong Leong Group,relation,male
Lawrence Stroll,CAN,Michael Kors,chairman,male
Leszek Czarnecki,POL,Getin Holding,founder,male
Liang Yunchao,CHN,Guangdong By-Health Biotechnology,founder,male
Louis Le Duff,FRA,Brioche Doree,founder,male
Ma Jianrong,CHN,Shenzhou International,relative,male
Maja Oeri,CHE,Roche,relative,female
Manuel Jove,ESP,Fadesa,founder,male
Mortimer Zuckerman,USA,Boston Properties,founder,male
Onsi Sawiris,EGY,Orascom,founder,male
Pankaj Patel,IND,Cadila Healthcare,relation,male
Richard Desmond,GBR,Northern & Shell,founder,male
Rodney Lewis,USA,Lewis Energy,founder,male
Saleh Kamel,SAU,Dallah al Baraka Group,founder,male
Sebastian Pinera,CHL,Bancard,founder,male
Silas Chou,HKG,Michael Kors,chairman,male
Stephen Lansdown,GGY,Hargreaves Lansdown,founder,male
Tilman Fertitta,USA,Landry's Restaurant,founder,male
Peter Lim,SGP,Wilmar International,investor,male
Alexander Mamut,RUS,Livejournal,investor,male
Alexander Ponomarenko,RUS,NCSP Group,chairman,male
Alexander Skorobogatko,RUS,NCSP Group,chairman,male
"Bernard Saul, II.",USA,B. F. Saul Company,relation,male
Bill Gross,USA,PIMCO,founder,male
Cai Kui,CHN,Longfor Properties,founder,male
Caprotti Bernardo,ITA,Esselunga,founder,male
Chen Fashu,CHN,Zijin Mining Group,investor,male
"Clemmie Spangler, Jr.",USA,Bank of North Carolina,relation,male
David Murdock,USA,Dole Food Company,Chairman and Chief Executive Officer,male
George Ty,PHL,Metropolitan Bank and Trust Company,founder,male
Henadiy Boholyubov,UKR,Privatbank,owner,male
Indu Jain,IND,"Bennett, Coleman & Co Ltd.",relation,female
James France,USA,NASCAR,relation,male
Jean (Gigi) Pritzker,USA,Hyatt,relation,female
Jean Claude Gandur,CHE,Addax Petroleum,founder,male
Jia Yueting,CHN,Leshi Television,founder,male
John Whittaker,GBR,The Peel Group,founder,male
Julio Ponce,CHL,Quimica y Minera de Chile,chairman,male
Kenneth Langone,USA,Home Depot,founder,male
Kuok Khoon Hong,SGP,Wilmar International,founder,male
Mario Moretti Polegato,ITA,Geox,founder,male
Michal Solowow,POL,Synthos,investor,male
Penny Pritzker,USA,Hyatt,relation,female
Richard Marriott,USA,Marriot,relation,male
Robert Miller CA,CAN,Future Electronics,founder,male
Stanley Hubbard,USA,Hubbard Broadcasting Inc,owner,male
Victor Fung,USA,Li & Fung Group,relation,male
Wang Changtian,CHN,Beijing Enlight,chairman,male
Xu Jingren,CHN,Yangtze River Pharmaceutical Group,founder,male
Xue Xiangdong,CHN,DHC Software,founder,male
Youssef Mansour,EGY,Mansour Group,relation,male
Andreas Halvorsen,NOR,Viking Global Equities,founder and ceo,male
Bahaa Hariri,LBN,Saudi Oger,relation,male
"Bill Marriott, Jr.",USA,Marriot,relation,male
Bulat Utemuratov,KAZ,ATF Bank,founder,male
Chip Wilson,CAN,Lululemon Athletica,founder,male
Daniel Loeb,USA,Third Point LLC,founder,male
Giuseppe De'Longhi,ITA,De'Longhi Group,relation,male
Jack Dorsey,USA,Twitter,founder,male
Jean Coutu,CAN,Jean Coutu Group,founder,male
Jiang Rensheng,CHN,Chongqing Zhifei Biological Products,"founder, chairman",male
Joe Mansueto,USA,"Morningstar, Inc",founder,male
John de Mol,NLD,Endemol,founder,male
Kalanithi Maran,IND,Sun Group,"founder, chairman",male
Lindsay Fox,AUS,Linfox,founder,male
Manuel Lao Hernandez,ESP,Cirsa,founder,male
Mark Coombs,GBR,Ashmore Group,founder,male
Martin Haefner,CHE,CA Technologies,relation,male
Martin Naughton,IRL,Glen Dimplex Group,founder,male
Moise Safra,BRA,Banco Safra (now Saftra Group),founder,male
Nadhmi Auchi,GBR,General Mediterranean Holding,founder,male
Naruatsu Baba,JPN,Colopl,founder,male
Peter Thiel,USA,PayPal,founder,male
Regina de Camargo Pires Oliveira Dias,BRA,Grupo Camargo Correra,relation,female
Renata de Camargo Nascimento,BRA,Grupo Camargo Correra,relation,female
Richard Peery,USA,,founder,male
Romesh T. Wadhwani,USA,Symphony Technology Group,founder,male
Rossana Camargo de Arruda Botelho,BRA,Grupo Camargo Correra,relation,female
Semahat Arsel,TUR,Koc Holding,relation,female
Stephen Bisciotti,USA,Allegis Group,founder,male
Ted Turner,USA,CNN,founder,male
Tor Peterson,USA,Glencore Xstrata,employee,male
Goh Cheng Liang,SGP,Nipsea,chairman,male
Alexander Dzhaparidze,RUS,Petroalliance,founder,male
Alexander Knaster,USA,Pamplona Capital Management,founder,male
Alicia Koplowitz,ESP,Construcciones y Contratas,relation,female
Antonio Luiz Seabra,BRA,Natura Cosmeticos,founder,male
B. Wayne Hughes,USA,Public Storage,founder,male
Charles Bronfman,CAN,Seagrams,relation,male
David Hains,AUS,Portland House Group,founder,male
David Penaloza Sandoval,MEX,Pinfra,founder,male
Edward Bass,USA,Sid Richardson Gasoline Co,relation,male
Ferit Sahenk,TUR,Dogus Holding,relation,male
Gerald J. Ford,USA,Golden State Bancorp,Chairman,male
Helena Revoredo,ESP,Prosegur,relation,female
Howard Schultz,USA,Starbucks,Chairman and Chief Executive Officer,male
Igor Makarov,RUS,Itera,founder,male
Ihor Kolomoyskyy,UKR,Privatbank,owner,male
James Coulter,USA,TPG Capital,founder,male
Jerry Yang,USA,Yahoo!,founder,male
Johnelle Hunt,USA,J.B. Hunt Transport Services,founder,female
Lee Bass,USA,Sid Richardson Gasoline Co,relation,male
Liu Zhongtian,CHN,Zhongwang Holdings,founder and chairman,male
Malvinder and Shivinder Singh,IND,Ranbaxy Laboratories,relation,male
Michael Jaharis,USA,Kos Pharmaceuticals,founder,male
Mustafa Rahmi Koc,TUR,Koc Holding,relation,male
N. Murray Edwards,CAN,Canadian Natural Resources,chairman,male
Raj Kumar & Kishin RK,SGP,Royal Holdings/RB Capital,relation,male
Reinfried Pohl,DEU,Deutsche Verm?gensberatung?,founder,male
Richard Schulze,USA,Best Buy,founder,male
Sandro Veronesi,ITA,Calzedonia Group,founder,male
"Stephen Mandel, Jr.",USA,Lone Pine Capital,founder,male
Sukanto Tanoto,IDN,Royal Golden Eagle International,founder,male
Sylvia Stroher,DEU,Wella AG,relation,female
T.Y. Tsai,Taiwan,Cathay Financial,relation,male
Taizo Son,JPN,GungHo Online Entertainment,founder,male
Thomas Bruch,DEU,Globus & Co.,relation,male
Tom Golisano,USA,Paychex,founder,male
Vincent Lo,HKG,Shui On Group,founder,male
Zhang Li,CHN,Guangzho R&F,chairman,male
Zhou Hongyi,CHN,Qihoo,founder,male
Zhu Gongshan,CHN,GCL-Poly Energy Holdings,founder,male
Herbert Simon,USA,Simon Property Group,founder,male
Alec Gores,USA,The Gores Group,founder,male
Alexei Ananyev,RUS,Technoserv,founder,male
Arne Wilhelmsen,NOR,Royal Caribbean Cruises,relation,male
Bachtiar Karim,IDN,Musim Mas,relation,male
Benjamin de Rothschild,CHE,Edmond de Rothschild Group,relation,male
Bennett Dorrance,USA,Campbell Soup,relation,male
Brad Kelley,USA,Commonwealth Brands,founder,male
Bruce Karsh,USA,Oaktree Capital Management,founder,male
Cai Dongqing,CHN,Guangdong Alpha Animation and Culture Co,chairman,male
Carl Bennet,SWE,Carl Bennet AB,investor,male
Carlo Fidani,CAN,Orlando Corp,relation,male
Carlos Hank Rhon,MEX,Grupo Financiero Interacciones,founder,male
Catherine Lozick,USA,Swagelok,relation,female
Chanchai Ruayrungruang,CHN,Reignwood Group,founder,male
Clayton Mathile,USA,Iams,former CEO,male
Daniel Pritzker,USA,Hyatt,relation,male
Dean White,USA,Whiteco Industries,relation,male
Dermot Desmond,IRL,International Investment and Underwriting,founder,male
Dmitry Ananyev,RUS,Technoserv,founder,male
Dmitry Pumpyansky,RUS,TMK Pipes,former CEO,male
"Drayton McLane, Jr.",USA,McLane Company,relation,male
Erwin Franz Mueller,DEU,Mueller,founder,male
Fiona Geminder,AUS,Visy Industries,relation,female
Florentino Perez,ESP,Actividades de Construccion y Servicios,Chairman and Chief Executive Officer,male
Georg von Opel,DEU,Opel,relation,male
Gordon Getty,USA,Getty ,relation,male
Guy Laliberte,CAN,Cirque du Soleil,founder,male
Heloise Waislitz,AUS,Visy Industries,relation,female
Howard Marks,USA,Oaktree Capital Management,founder,male
James Dinan,USA,York Capital management,founder,male
Jim Breyer,USA,Breyer Capital,founder,male
John Farber,USA,ICC Industries,founder,male
John Pritzker,USA,Hyatt,relation,male
Jorge Perez,USA,The Related Companies,founder,male
Jose and Francisco Jose Calderon Rojas,MEX,FEMSA,relation,male
Li Sze Lim,HKG,Guangzho R&F,founder and chairman,male
Matt & Dan Walsh,USA,Walsh Group,relation,male
Meg Whitman,USA,Hewlett-Packard,president and ceo,female
Nicolas Berggruen,USA,Alpha Investment Management,founder,male
Nicolas Puech,FRA,Hermes,relation,male
Noam Gottesman,USA,GLG Partners,founder,male
Or Wai Sheun,HKG,Kowloon Development,chairman,male
Robert Fisher,USA,The Gap,relation,male
Robert McNair,USA,Cogen Technologies,founder,male
Ron Baron,USA,Baron Capital Group,founder,male
Roustam Tariko,RUS,Russian Standard Vodka,founder,male
Sam Goi,SGP,Tee Yih Jia Food Manufacturing,executive chairman,male
Shen Guojun,CHN,Intime Retail,chairman,male
Shin Chang-Jae,KOR,Kyobo Life Insurance,relation,male
Sit Kwong Lam,HKG,Shenzhen Brightoil Group,founder,male
Sun Weijie,CHN,Yantai Jereh Oilfield Services Group,founder and chairman,male
Thomas Siebel,USA,Siebel Systems,founder,male
Tsai Hong-tu,Taiwan,Cathay Life Insurance,relation,male
Vyacheslav Kantor,RUS,Acron Group,president,male
Wang Wenxue,CHN,China Fortune Land Development,chairman,male
William Fisher,USA,The Gap,relation,male
Alex Beard,GBR,Glencore Xstrata,leadership,male
Henry Samueli,USA,Broadcom Corporation,founder,male
Nevaldo Rocha,BRA,Riachuelo,founder,male
S. Daniel Abraham,USA,Slim-Fast,founder,male
Shin Dong-Bin,KOR,Lotte Group,relation,male
Wu Yiling,CHN,Yiling Pharmaceuticals,founder,male
Alvaro Saieh Bendeck,CHL,Corpbanca,Chairman,male
Andrei Klyamko,RUS,Smart-Holding,owner,male
Andrei Kozitsyn,RUS,Urals mining and Metals Company,president,male
Bob Parsons,USA,Go Daddy,founder,male
Chandru Raheja,IND,K. Raheja Corp,founder,male
Daniel Roullier,FRA,Groupe Roullier,founder,male
David Gottesman,USA,First Manhattan,founder,male
Donald Sterling,USA,Lesser Towers,owner,male
Dulce Pugliese de Godoy Bueno,BRA,Amil,founder,female
Eduardo Eurnekian,ARG,Corporacion America,founder,male
Fayez Sarofim,USA,Fayez Sarofim & Co,relation,male
Fritz Draexlmaier,DEU,Draxlmaier Group,relation,male
Fu Meicheng,CHN,Zhejiang Huace Film & TV,chairman,male
Hans Melchers,NLD,HAL Investments,relation,male
Ian Wood,GBR,Wood Group,relation,male
John Arrillaga,USA,,founder,male
John Kapoor,USA,INSYS Thereputics,founder,male
Jonathan Harmsworth,GBR,Associated Newspapers,relation,male
Lev Kvetnoi,RUS,Vnukovo Airport,owner,male
Liao Long-Shing,Taiwan,Chang Chun Group,relation,male
Lirio Parisotto,BRA,Geracao Futuro L Par,founder,male
Michael Klein,BRA,Casas Bahia,relation,male
Mikhail Balakin,RUS,SU-155,chairman,male
Miloud Chaabi,MAR,Ynna Holding,founder,male
Mo Tianquan,CHN,SouFun Holdings,founder,male
Mohamed Al Fayed,EGY,House of Fraser,owner,male
Norman Braman,USA,Braman Enterprises,founder,male
Pat Stryker,USA,Stryker Corporation,relation,female
Richard Li,HKG,Cheung Kong,relation,male
Robert Duggan,USA,Pharmacyclics,investor,male
Ronald Southern,CAN,ATCO,founder,male
Rubens Ometto Silveira Mello,BRA,Cosan,chairman,male
Sid Bass,USA,Sid Richardson Gasoline Co,relation,male
Song Zuowen,CHN,Nanshan Group,founder,male
Subhash Chandra,IND,Essel Group,founder,male
Sulaiman Al Rajhi,SAU,Al Rajhi bank,founder,male
Tseng Shin-Yi,Taiwan,Chang Chun Group,founder,male
Wei Ing-Chou,Taiwan,Tingyi,founder,male
Wei Yin-Chun,Taiwan,Tingyi,founder,male
Wei Ying-Chiao,Taiwan,Tingyi,founder,male
Wei Yin-Heng,Taiwan,Tingyi,founder,male
Wolfgang Leitner,AUT,Andritz AG,president and ceo,male
Ajay Kalsi,IND,Indusgas,founder,male
Ayman Asfari,GBR,Petrofac,Chief Executive,male
Diego Della Valle,ITA,Tod's,relation,male
Hans-Werner Hector,DEU,SAP AG,founder,male
Kavitark Ram Shriram,USA,Google,investor,male
Li Shufu,CHN,Geely Automobile,founder,male
Li Zhongchu,CHN,Beijing Shiji Information Technology,founder,male
Marc Ladreit de Lacharriere,FRA,FIMALAC,founder and CEO,male
Mitchell Goldhar,CAN,SmartCenters,owner,male
Rahul Bajaj,IND,Bajaj Group,relation,male
Stewart Rahr,USA,Kinray Inc,relation,male
Sun Piaoyang,CHN,Jiangsu Hengrui Medicine,chairman,male
Suna Kirac,TUR,Koc Holding,relation,female
Tahir family,IDN,Mayapada Group,founder,male
Theodore Rachmat,IDN,Triputra Group,founder,male
Aras Agalarov,RUS,Crocus International,founder,male
Arthur Blank,USA,Home Depot,founder,male
Carlos Rodriguez-Pastor,PER,Interbank Group,owner,male
Chao Teng-Hsiung,Taiwan,Farglory Land,founder,male
Che Fengsheng,CHN,Sihuan Pharmaceutical,founder,male
Chen Jinxia,CHN,Hunan Yongjin Group,relation,female
Chu Lam Yiu,HKG,Huabao International Holdings,founder and chairwoman,female
Craig McCaw,USA,McCaw Cellular,founder,male
David Chow,MAC,Macau Legend,Chairman and Chief Executive Officer,male
Dinara Kulibaeva,KAZ,Halyk Bank,owner,female
Elisabeth Badinter,FRA,Publicis Groupe,relation,female
Eric Lefkofsky,USA,Groupon,founder,male
Filiz Sahenk,TUR,Dogus Holding,relation,female
Gary Magness,USA,TCI,relation,male
Gil Shwed,ISR,Check Point,founder,male
Glen Taylor,USA,Taylor Corporation,founder,male
Glenn Dubin,USA,Highbridge Capital Management,founder,male
Guenther Lehmann,DEU,Drogeriemarkt,owner,male
"H. Ross Perot, Jr.",USA,Electronic Data Systems,relation,male
Irwin Jacobs,USA,Qualcomm,founder,male
Jaime Botin,ESP,Banco Santander,relation,male
Jennifer Pritzker,USA,Hyatt,relation,female
Jonathan Nelson,USA,Providence Equity Partners,founder,male
Kenneth Feld,USA,Feld Entertainment,relation,male
Lim Oon Kuin,SGP,Hin Leong Trading,founder,male
Linda Pritzker,USA,Hyatt,relation,female
Liu Baolin,CHN,Jointown Pharmaceutical Group,chairman,male
Lutz Mario Helmig,DEU,Helios Hospital Group,founder,male
M.A. Yusuff Ali,IND,EMKE Group (Lulu Hypermarket),relation,male
Neal Patterson,USA,Cerner Corporation,founder,male
Nikolai Tsvetkov,RUS,Financial Corporation Uralsib,founder,male
Polys Haji-Ioannou,CYP,EasyJet,owner,male
