Al Rajhi bank,1957,Banking,new,Middle East/North Africa
Agrofert,1993,agriculteral,new,Europe
IAC ,1986,media,new,North America
Syntel,1980,IT Consulting,new,North America
Hero Group,1947,bicycles,new,South Asia
Organizacion Ardila Lulle,1904,soft drinks,aquired,Latin America
Tai Hung Fai Enterprise,1977,real estate,new,East Asia
Doetsch Grether,1899,beauty and health care products,new,Europe
Arnel & Affiliates,1969,real estate,new,North America
Hip Shing Hong Group,1948,real estate,new,East Asia
Abello Laboratories,1938,pharmaceuticals,new,Europe
Fisher Investments,1979,money management,new,North America
Under Armour,1998,apparel,new,North America
Hong Leong Group,1948,banking,new,East Asia
Michael Kors,1981,retail,new,North America
Getin Holding,1996,banking,new,Europe
Guangdong By-Health Biotechnology,1995,nutrition supplements,new,East Asia
Brioche Doree,1976,restaurant,new,Europe
Shenzhou International,1990,textiles,new,East Asia
Roche,1896,pharmaceuticals,new,Europe
Fadesa,1980,real estate,new,Europe
Boston Properties,1970,real estate,new,North America
Cadila Healthcare,1952,pharmaceuticals,new,South Asia
Northern & Shell,1974,media,new,Europe
Lewis Energy,1983,oil and natural gas,new,North America
Dallah al Baraka Group,1969,airport maintenance,new,Middle East/North Africa
Bancard,1976,credit cards,new,Latin America
Landry's Restaurant,1980,restaurant,aquired,North America
Wilmar International,1991,palm oil,new,East Asia
Livejournal,1999,technology,new,Europe
NCSP Group,1957,port,privatization,Europe
B. F. Saul Company,1899,mortgage banking,new,North America
PIMCO,1971,mutual funds,new,North America
Esselunga,1957,groceries,new,Europe
Zijin Mining Group,2000,mining,new,East Asia
Bank of North Carolina,1991,banking,new,North America
Dole Food Company,1851,food,aquired,North America
Metropolitan Bank and Trust Company,1962,banking,new,East Asia
Privatbank,1992,Banking,new,Europe
"Bennett, Coleman & Co Ltd.",1838,media,new,South Asia
NASCAR,1947,sports,new,North America
Addax Petroleum,1994,oil,new,Europe
Leshi Television,2000,entertainment,new,East Asia
The Peel Group,1971,real estate,aquired,Europe
Quimica y Minera de Chile,1968,mining,privatization,Latin America
Geox,1995,footwear,new,Europe
Synthos,1945,chemicals,aquired,Europe
Marriot,1927,hotels,new,North America
Future Electronics,1968,electronics,new,North America
Hubbard Broadcasting Inc,1925,media,new,North America
Beijing Enlight,2000,entertainment,new,East Asia
Yangtze River Pharmaceutical Group,1971,pharmaceuticals,new,East Asia
DHC Software,2001,software,new,East Asia
Viking Global Equities,1999,hedge funds,new,Europe
Saudi Oger,1978,construction,aquired,Middle East/North Africa
ATF Bank,1995,banking,new,South Asia
Lululemon Athletica,1998,apparel,new,North America
Third Point LLC,1995,hedge funds,new,North America
De'Longhi Group,1902,aplliances,new,Europe
Jean Coutu Group,1969,retail,new,North America
Chongqing Zhifei Biological Products,2001,pharmaceuticals,new,East Asia
"Morningstar, Inc",1984,media,new,North America
Endemol,1994,media,new,Europe
Sun Group,1993,media,new,South Asia
Linfox,1956,trucking and logistics,new,North America
Cirsa,1978,entertainment,new,Europe
Ashmore Group,1998,financial services,new,Europe
Glen Dimplex Group,1973,domestic appliances,new,Europe
General Mediterranean Holding,1979,"banking, real estate",new,Europe
Colopl,2008,software,new,East Asia
PayPal,1998,"e-commerce, venture capital",new,North America
Grupo Camargo Correra,1939,construction,new,Latin America
Symphony Technology Group,2002,private equity,new,North America
Koc Holding,1926,"energy, retail, manufacturing",new,Middle East/North Africa
Allegis Group,1983,staffing company,new,North America
CNN,1970,media,aquired,North America
Nipsea,1962,paint,joint venture,East Asia
Petroalliance,1995,oil services,new,Europe
Pamplona Capital Management,2005,bank,new,North America
Construcciones y Contratas,1952,construction,aquired,Europe
Natura Cosmeticos,1969,cosmetics,new,Latin America
Seagrams,1857,liquor,new,North America
Portland House Group,1980,hedge funds,new,North America
Pinfra,1969,construction,new,Latin America
Dogus Holding,1951,"construction,banking",new,Middle East/North Africa
Golden State Bancorp,1926,insurance,new,North America
Prosegur,1976,security,new,Europe
Starbucks,1971,coffee,new,North America
Itera,1992,gas,new,Europe
J.B. Hunt Transport Services,1961,trucking ,new,North America
Zhongwang Holdings,1993,aluminum,new,East Asia
Ranbaxy Laboratories,1961,pharmaceuticals,new,South Asia
Kos Pharmaceuticals,1988,pharmaceuticals,new,North America
Canadian Natural Resources,1989,oil,new,North America
Royal Holdings/RB Capital,1947,real estate,new,East Asia
Deutsche Verm?gensberatung?,1975,financial services,new,Europe
Best Buy,1966,retail,new,North America
Calzedonia Group,1987,retail,new,Europe
Lone Pine Capital,1997,hedge funds,new,North America
Royal Golden Eagle International,1973,lumber,new,East Asia
Wella AG,1927,hair care,new,Europe
Cathay Financial,1954,financial services,new,East Asia
GungHo Online Entertainment,2002,internet companies,new,East Asia
Globus & Co.,1828,food retail,new,Europe
Paychex,1971,payroll processing ,new,North America
Shui On Group,1971,construction,new,East Asia
Guangzho R&F,1994,real estate,new,East Asia
Qihoo,2005,internet companies,new,East Asia
GCL-Poly Energy Holdings,2008,solar energy,new,East Asia
Simon Property Group,1960,real estate,new,North America
The Gores Group,1987,private equity,new,North America
Technoserv,1992,technology,new,Europe
Royal Caribbean Cruises,1969,cruises,new,Europe
Musim Mas,1932,oleochemicals and palm oil,new,East Asia
Edmond de Rothschild Group,1953,banking,new,Europe
Commonwealth Brands,1991,tobacco,new,North America
Oaktree Capital Management,1995,asset management,new,North America
Guangdong Alpha Animation and Culture Co,1999,animation,new,East Asia
Carl Bennet AB,1989,investments,new,Europe
Orlando Corp,1948,construction,new,North America
Grupo Financiero Interacciones,1992,banking,new,Latin America
Swagelok,1947,manufacturing,new,North America
Reignwood Group,1984,real estate,new,East Asia
Iams,1946,pet food,new,North America
Whiteco Industries,1935,advertising,new,North America
International Investment and Underwriting,1995,private equity,new,Europe
TMK Pipes,1934,steel,privatization,Europe
McLane Company,1894,groceries,new,North America
Mueller,1953,retail,new,Europe
Visy Industries,1948,paper,new,North America
Actividades de Construccion y Servicios,1983,construction,aquired,Europe
Opel,1862,cars,new,Europe
Getty ,1904,oil,new,North America
Cirque du Soleil,1984,entertainment,new,North America
York Capital management,1991,hedge funds,new,North America
Breyer Capital,2006,venture capitalist,new,North America
ICC Industries,1950,chemicals,new,North America
Walsh Group,1898,construction,new,North America
Hewlett-Packard,1935,technology,new,North America
Alpha Investment Management,1988,hedge funds,new,North America
Hermes,1837,luxury fashion,new,Europe
GLG Partners,1995,hedge funds,new,North America
Kowloon Development,1961,real estate,new,East Asia
Cogen Technologies,1983,cogeneration,new,North America
Baron Capital Group,1982,investment banking,new,North America
Russian Standard Vodka,1998,liquor,new,Europe
Tee Yih Jia Food Manufacturing,1969,food manufacturing,aquired,East Asia
Intime Retail,1988,retail,new,East Asia
Kyobo Life Insurance,1958,insurance,new,East Asia
Shenzhen Brightoil Group,1994,oil,new,East Asia
Yantai Jereh Oilfield Services Group,1997,oil exploration equipment,new,East Asia
Siebel Systems,1993,software,new,North America
Cathay Life Insurance,1962,financial services,new,East Asia
Acron Group,1961,fertilizers,privatization,Europe
China Fortune Land Development,1998,real estate,new,East Asia
Broadcom Corporation,1991,semiconductors,new,North America
Riachuelo,1956,retail,new,Latin America
Slim-Fast,1940,beverages,new,North America
Lotte Group,1948,retail,new,East Asia
Yiling Pharmaceuticals,1992,pharmaceuticals,new,East Asia
Corpbanca,1871,banking,new,Latin America
Smart-Holding,1995,steel,new,Europe
Urals mining and Metals Company,1935,mining,privatization,Europe
Go Daddy,1997,internet domain and web hosting,new,North America
K. Raheja Corp,1956,real estate,new,South Asia
Groupe Roullier,1959,fertilizers,new,Europe
First Manhattan,1964,investment banking,new,North America
Lesser Towers,1961,real estate,new,North America
Corporacion America,1988,airports,new,Latin America
Fayez Sarofim & Co,1958,money management,new,North America
Draxlmaier Group,1958,automotive components,new,Europe
Zhejiang Huace Film & TV,2005,media,new,East Asia
HAL Investments,1873,investments,new,Europe
Wood Group,1912,oil,new,Europe
INSYS Thereputics,1990,pharmaceuticals,new,North America
Associated Newspapers,1894,media,new,Europe
Vnukovo Airport,1937,airports,privatization,Europe
Chang Chun Group,1949,petrochemicals,new,East Asia
Geracao Futuro L Par,1988,invetsments,new,Latin America
Casas Bahia,1957,retail,new,Latin America
SU-155,1954,construction,privatization,Europe
Ynna Holding,1948,hotels and supermarkets,new,Middle East/North Africa
SouFun Holdings,2012,internet,new,East Asia
House of Fraser,1849,retail,aquired,Middle East/North Africa
Braman Enterprises,1957,retail,new,North America
Pharmacyclics,1991,pharmaceuticals,aquired,North America
ATCO,1947,logistics,new,North America
Cosan,1936,ethanol,aquired,Latin America
Nanshan Group,1978,"property, textile manufacturing",new,East Asia
Essel Group,1976,media,new,South Asia
Tingyi,1991,beverages and food,new,East Asia
Andritz AG,1852,processing machinary,new,Europe
Indusgas,1998,gas,new,South Asia
Petrofac,1981,petrochemicals,new,Europe
Tod's,1920,leather,new,Europe
Geely Automobile,1986,automobiles,new,East Asia
Beijing Shiji Information Technology,1995,software,new,East Asia
FIMALAC,1991,financial services,new,Europe
SmartCenters,1990,real estate,new,North America
Bajaj Group,1926,automobiles,new,South Asia
Kinray Inc,1944,pharmaceuticals,new,North America
Jiangsu Hengrui Medicine,1970,pharmaceuticals,new,East Asia
Mayapada Group,1986,banking and real estate,new,East Asia
Triputra Group,1998,"palm oil, mining",new,East Asia
Crocus International,1998,trade fairs,new,Europe
Interbank Group,1994,banking,privatization,Latin America
Farglory Land,1969,real estate,new,East Asia
Sihuan Pharmaceutical,2001,pharmaceuticals,new,East Asia
Hunan Yongjin Group,1994,pharmaceuticals,new,East Asia
Huabao International Holdings,1990,flavorings,new,East Asia
McCaw Cellular,1987,cell phones,new,North America
Macau Legend,1997,casinos,new,East Asia
Halyk Bank,1923,banking,privatization,South Asia
Publicis Groupe,1926,advertising,new,Europe
Groupon,2008,internet companies,new,North America
TCI,1968,cable,new,North America
Check Point,1993,software,new,Middle East/North Africa
Taylor Corporation,1975,printing and electronics,aquired,North America
Highbridge Capital Management,1992,hedge funds,new,North America
Drogeriemarkt,1973,retail,new,Europe
Qualcomm,1985,software,new,North America
Banco Santander,1857,banking,new,Europe
Providence Equity Partners,1989,private equity,new,North America
Feld Entertainment,1967,entertainment,aquired,North America
Hin Leong Trading,1963,oil trading,new,East Asia
Jointown Pharmaceutical Group,1985,pharmaceuticals,new,East Asia
Helios Hospital Group,1987,hospitals,new,Europe
EMKE Group (Lulu Hypermarket),1973,groceries,new,South Asia
Cerner Corporation,1979,healthcare IT,new,North America
Financial Corporation Uralsib,1993,banking,new,Europe
EasyJet,1995,airplanes,new,Europe
RP Group,1979,construction,new,South Asia
Banamex,1884,banking,aquired,Latin America
Ashley Furniture,1970,furniture,aquired,North America
GEMS Education,1959,education,new,South Asia
Erie Indemnity,1925,insurance,new,North America
Desigual,1984,apparel retail,new,Europe
Rimbunan Hijau Group,1976,timber,new,East Asia
Jiangsu Yuyue Medical Equipment and Supply,1998,medical equipment,new,East Asia
Digital Sky Technologies (Mail.ru),1999,venture capitalist,new,Europe
China Rongsheng,2005,shipbuilding,new,East Asia
Suzhou Gold Mantis,1994,construction,new,East Asia
Alimentation Couche-Tard,1980,retail,new,North America
Dunelm,1979,furniture,new,Europe
Onex Corporation,1983,private equity,new,North America
Porto Seguro Seguros,1945,insurance,new,Latin America
Love's Travel Stops & Country Stores,1964,truck stops,new,North America
"Teleflora, Pistachios, POM, Fij",1934,agriculture,aquired,North America
Little Ceasers Pizza,1959,restaurant,new,North America
CQS,1999,hedge funds,new,North America
Central Cipta Murdaya,1988,"timber, plantations",new,East Asia
Bangkok Dusit Medical Services,1969,hospitals,new,East Asia
Eurasion natural Resources Corporation,1994,metals,new,Middle East/North Africa
Yandex,1997,internet,new,Europe
Melia Hotels International,1956,hotels,new,Europe
Wimm-Bill-Dann,1992,dairy,new,Europe
Shantou Dongfeng Printing,1983,printing,new,North America
Wuhan Guide Infrared,1999,electronics,new,East Asia
Xinhu Zhongbao,1993,real estate,new,East Asia
Russian Copper Company,1997,metals,new,Europe
Mohawk Industries,1875,flooring,aquired,North America
Daito Trust Construction,1974,real estate,new,East Asia
Seven Canberra,1958,media,aquired,North America
Booyoung Group,1983,construction,new,East Asia
Shinsegae Group,1930,electronics,subsidiary,East Asia
San'an Electronics,2000,electronics,new,East Asia
Avenue Capital Group,1995,hedge funds,new,North America
Infosys,1981,software,new,South Asia
Loro Piana,1924,clothing,new,Europe
Hunter Douglas Group,1919,architectural products,new,Europe
Gerling Konzern,1904,insurance,new,Europe
DBN Group,1994,agribusiness,new,East Asia
Jollibee,1978,restaurant,new,East Asia
Haisco Pharmaceutical Group,2000,pharmaceuticals,new,East Asia
United Energy Group,2007,oil,new,East Asia
Oetker-Gruppe,1891,retail,new,Europe
Dolce & Gabbana,1987,fashion,new,Europe
Union Bancaire Privee,1969,banking,new,Europe
RAAS,1980,pharmaceuticals,new,North America
Trian Fund Management,2005,investment banking,new,North America
Kazkhmys,1930,mining,privatization,South Asia
Trakindo Utama,1980,heavy equipment,new,East Asia
Brevan Howard Asset Management,2002,hedge funds,new,Europe
von Thurn and Taxis family,1615,"postal service, beverages",new,Europe
Clark Enterprises,1906,construction,aquired,North America
Zhejiang Kaishan Compressor,1956,air compressors,privatization,East Asia
Tiger Global Management,2000,hedge funds,new,North America
Greenlight Capital,1996,hedge funds,new,North America
Bet365,2000,gambing,new,Europe
Hankey Group,1954,"cars, finance",aquired,North America
Bosideng International,1975,apparel retail,new,East Asia
Shenzhen MTC,2005,electronics,new,East Asia
Shenzhen Aisidi,1998,retail,new,East Asia
Indianapolis Colts,1953,sports team,aquired,North America
Bluestone Industries,1971,coal,new,North America
Raley's,1935,groceries,new,North America
Banco Bozano Simonsen,1960,banking,new,Latin America
KKCG Group,1995,oil and gas,new,Europe
CJ Group,1953,"food, entertainment",subsidiary,East Asia
Moore Capital Management,1989,hedge funds,new,North America
Lodha Group,1980,real estate,new,South Asia
Gabelli Asset Management Company,1977,asset management,new,North America
Aon Corporation,1982,risk management,new,North America
Vingroup,1993,real estate,new,East Asia
InterSystems,1978,software,new,North America
Roxane,1990,bottled water,new,Europe
Kingston Financial,1992,investment,new,East Asia
Noble Group,1989,commodities,new,Europe
Duty Free Shopping,1963,retail,new,Europe
Angelini Group,1955,forestry and mining,new,Latin America
Intuit,1983,software,new,North America
Salini Impregilo,1936,construction,new,Europe
Jarislowsky Fraser Limited,1955,investment mangagment,new,North America
Advanced Info Service,1986,mobile phones,new,East Asia
MediaTek,1997,semiconductors,new,East Asia
Videocon Electronics,1979,television,new,South Asia
Berjaya Corporation Berhad,1985,gambing,privatization,East Asia
Beijing Originwater Technology,2001,sewage treatment,new,East Asia
China Lesso Group,1996,home building materials,new,East Asia
"GREE, Inc",2004,social network,new,East Asia
Obyedinennye Konditery,1998,candy,privatization,Europe
Metersbonwe Group,1986,fashion,new,East Asia
Agaoglu Group,1981,construction,new,Middle East/North Africa
Grupo Prescia (now Pandora Group),1889,"mining, banking",new,Latin America
CCR Group,1945,toll roads,new,Latin America
Shree Cement,1918,cement,new,South Asia
OAS SA,1976,construction,new,Latin America
Henkel Ag,1876,cleaning products,new,Europe
CenTra Inc.,1970,bridge to canada,aquired,North America
Farallon Capital Management,1986,hedge funds,new,North America
Gome,1987,retail,new,East Asia
Evraz,1992,steel,aquired,Europe
Grendene,1971,shoes,new,Latin America
CJSC Transmashholding,2002,locomotive manufacturing,new,Europe
Eczacibasi Holding,1942,pharmaceuticals,new,Middle East/North Africa
Evergreen Group,1961,shipping,new,East Asia
Shanda Interactive Entertainment,1999,entertainment,new,East Asia
Aurora Group,1965,real estate,new,East Asia
Frac Tech,2002,natural gas,new,North America
Caltagirone Holdings,1947,cement,aquired,Europe
Medtronic,1949,medical devices,new,North America
Petrolera Perez Companc,1968,oil,new,Latin America
Beijing Orient Landscape,1992,landscape architecture,new,East Asia
Brandstatter Group,1876,toys,new,Europe
Greater China International Investment Group,1990,real estate,new,East Asia
Pilot Flying J,1981,truck stop,new,North America
John W. Henry & Company,1981,asset management,new,North America
Tecnicas Reunidas,1960,construction,new,Europe
Banesco,1992,banking,new,Latin America
LG Group,1947,electonics,new,East Asia
China Medical Systems,1995,pharmaceuticals,new,East Asia
Saras SPA,1962,oil,new,Europe
Cukurova Holding,1923,"textiles, industrial goods, media",new,Middle East/North Africa
MNG Holding,1976,construction,new,Middle East/North Africa
Divis Laboratories,1990,pharmaceuticals,new,South Asia
Elliott Associates,1977,hedge funds,new,North America
RJ Corp,1960,soft drinks,new,South Asia
Urban Outfitters,1970,retail,new,North America
Prudential Guarantee & Assurance,1981,"insurancei, power",new,East Asia
Andrade Gutierrez,1948,construction,new,Latin America
Thomas H. Lee Partners,1974,leveraged buyout,new,North America
Benson Financial,1962,"cars, finance",new,North America
King Power Duty Free,1989,retail,new,East Asia
Odebrecht,1944,construction,new,Latin America
The Sound Group,1993,waste management,new,East Asia
MHP,1998,agriculture,aquired,Europe
Yurun Food,1993,meat products,new,East Asia
Piramel,1984,pharmaceuticals,aquired,South Asia
El Corte Ingles,1940,retail,new,Europe
Mellon,1869,"banking, oil, aluminum",new,North America
Megapolis,1998,tobacco,new,Europe
Pershing Square Capital Management,2005,hedge funds,new,North America
DZH/Shanghai Great Wisdom,2000,financial information,new,East Asia
Cablevision Industries,1956,media,new,North America
Blokker Holding,1896,retail,new,Europe
International Potassium Company (MMK),1992,fertilizers,privatization,Europe
Akwa Group,1959,oil and gas,new,Middle East/North Africa
Red McCombs Automotive Group,1953,"auto sales, energy",new,North America
Hengli Group,2002,plastics,new,East Asia
Foresight Reserves,1985,coal,new,North America
Pace Foods,1947,salsa,new,North America
Fayat,1957,construction,new,Europe
Dumbo,1979,real estate,new,North America
Moscow Domodedovo Airport.,1964,airport,privatization,Europe
Uralchem,2004,fertilizers,new,Europe
Sunbeam Television,1962,media,new,North America
Northgas,1993,oil and gas,subsidiary,Europe
Chobani,2005,yogurt,new,Middle East/North Africa
TD Ameritrade,1975,banking,new,North America
Netscape Communications Corporation,1994,software,new,North America
Hypermarcas,2001,consumer goods,new,Latin America
Konami Corporation,1969,toys,new,East Asia
Glenview Capital Management,2001,hedge funds,new,North America
Tibet Cheezheng Tibetan Medicine,1993,pharmaceuticals,new,East Asia
Aristocrat Leisure Limited,1953,gaming,new,North America
Bradesco,1943,banking,new,Latin America
Banco de Credito e Inversiones (BCI),1937,banking,new,Latin America
Michael A. Ashcroft Associates,1972,investments,new,Europe
Chalhoub Group,1955,luxury goods,new,Europe
Bulgari,1884,luxury goods,new,Europe
Tinkoff Brewery,1990,beer,new,Europe
Mattamy Homes,1978,construction,new,North America
Auto-Teile-Unger,1985,auto repair,new,Europe
Home Invest,1996,real estate,new,Europe
Silvinit,1925,fertilizers,privatization,Europe
CPI,1997,real estate,aquired,Europe
Manipal Education & Medical Group,1953,education,new,South Asia
Moncler,1954,winter jackets,aquired,Europe
Chilton Investment Company,1992,investment banking,new,North America
Yuengling,1829,beer,new,North America
Credit Bank of Moscow,1994,banking,new,Europe
Eliyahu Insurance Company,1955,insurance,new,Middle East/North Africa
Don Quijote,1980,retail,new,East Asia
Mechel AOA,2003,"mining, steel",new,Europe
Avtotor Holding,1996,automobiles,new,Europe
Beijing Xinwei Telecom Technology,1995,telecom,new,East Asia
Ningbo Yinyi Group,1994,real estate,new,East Asia
Russia bank,1990,banking,new,Europe
Panda Express,1973,restaurant,new,North America
Nordstrom,1901,retail,new,North America
Katherine Werke AG,1919,antennas,new,Europe
Shutterstock,2003,internet company,new,North America
Wynn Resorts,1973,casinos,new,East Asia
BTS Skytrain,1992,mass transit,new,East Asia
Orion Corp.,1956,snack foods,new,East Asia
Liye Group,1995,investments,new,East Asia
Zulily,2010,e-commerce,new,North America
Finstar Financial Group,1995,retail,new,Europe
Western Refining,1997,oil refining,new,North America
Penske Racing,1965,automobiles,new,North America
Ford Motor Company,1903,automobiles,new,North America
Nitori,1967,home furnishings,new,East Asia
Altarea Cogedim,1994,real estate,new,Europe
Allan Gray,1973,asset management,new,Sub-Saharan Africa
VTech Holding,1976,electronics,new,East Asia
Open Joint Stock Company,1993,real estate,privatization,Europe
Greylock Partners,1965,venture capitalist,new,North America
Outdoor Systems,1947,advertising,new,North America
Bharat Forge,1961,auto components,new,South Asia
Delta Electronics,1971,electronics,new,East Asia
Brunello Cucinelli,1978,fashion,new,Europe
Inguatemi Empresa de Shopping Centers,1966,shopping centers,new,Latin America
Air Eye Hospital Group,0,hospitals,new,East Asia
Hopson Development,1992,real estate,new,East Asia
Ciputra Development,1961,real estate,new,East Asia
Dimensional Fund Advisors,1981,asset management,new,North America
Sainsbury's,1869,groceries,new,Europe
Assore Group,1928,mining,new,Sub-Saharan Africa
Inner Mongolia Junzhen Energy and Chemical Industry,2003,chemicals,new,East Asia
Dick's Sporting Goods,1948,retail,new,North America
WEG,1961,electronics,new,Latin America
Cyrela Brazil Realty,1962,real estate,new,Latin America
Kharafi Group,1956,diversified investments,new,Middle East/North Africa
Station Casinos,1976,entertainment,new,North America
Manga International,1956,automotive parts,new,North America
Mercury General,1961,insurance,new,North America
Swarovski,1895,luxury goods,new,Europe
CMA CGM,1978,shipping,new,Europe
Kinetic Concepts (KCI),1976,medical devices,new,North America
Shanghai Pengxin Group,1997,real estate,new,East Asia
Rede D'Or,1977,hospitals,new,Latin America
Multiplan,1975,shopping centers,new,Latin America
Excel Communications,1988,telecomm,new,North America
Naspers,1985,media,new,Sub-Saharan Africa
Lee Kum Kee,1888,food,new,East Asia
Africa-Israel,1934,diamonds,aquired,Middle East/North Africa
Bayan Resources,1973,coal,new,East Asia
MFP Investors,2001,hedge funds,new,North America
Palmali Group,1998,shipping,new,Middle East/North Africa
BIM,1995,retail,new,Middle East/North Africa
Zhongrong Group,1992,real estate,new,East Asia
GoPro,2002,cameras,new,North America
Logan Property Holdings,1996,real estate,new,East Asia
Apollo Group,1973,education,new,North America
Roshen Gropu,1993,confectionary,privatization,Europe
L'Occitane,1976,cosmetics,aquired,Europe
Industrias CH,1991,steel,new,Latin America
ECI Telecom,1961,technology,aquired,Middle East/North Africa
Jones Apparel Group,1970,apparel,new,North America
Aspen Pharmacare,1997,pharmaceuticals,new,Sub-Saharan Africa
Ningbo Cixing,2003,sewing machines,new,East Asia
InTouch,1983,telecom,new,East Asia
Sandell Asset Management Corp,1988,hedge funds,new,Europe
Rusagro,1995,aigriculture,new,Europe
The Seventh Continent,1993,retail,new,Europe
Emil Frey Group,1926,automotives,new,Europe
Yonyou Software,1988,software,new,East Asia
Regions Group,2004,real estate,new,Europe
Nexon,1994,online gaming,new,East Asia
Slaight Communications,1971,broadcasting,aquired,North America
Douja Promotion Groupe Addoha,1988,real estate,new,Middle East/North Africa
Asian Paints,1942,paint,new,South Asia
Alghanim Industries,1932,diversified investments,new,Middle East/North Africa
NagaCorp,1995,casinos,new,East Asia
Shell Oil,1921,oil and gas,new,North America
Winton Capital Management,1997,investment mangagment,new,Europe
Zhongsheng Group,1998,automobile dealers,new,East Asia
Sisley Cosmetics,1976,cosmetics,new,Europe
Energy Standard Group,1990,power engineering,new,Europe
Baupost Group,1982,investment mangagment,new,North America
Benesse Corporation,1955,publishing,new,East Asia
Longjitaihe,1995,real estate,new,East Asia
Zozotown,2004,e-commerce,new,East Asia
BUA Group,1988,"sugar, flour, cement",new,Sub-Saharan Africa
Zorlu Holding,1953,textiles,new,Middle East/North Africa
Brembo SpA,1961,braking systems,new,Europe
Laboratorios Roemmers,1921,pharmaceuticals,new,Latin America
Eurasia Drilling Company,1991,oil,subsidiary,Europe
N-Trans,1996,infrastructure,new,Europe
Royal Group Holdings,1947,real estate,new,East Asia
William Grant and Sons,1887,alcohol,new,Europe
Comcast,1969,media,new,North America
Publix Super Markets,1930,groceries,new,North America
Fuyao Glass Industry Group,1987,auto glass,new,East Asia
Hankook Tire,1941,tire manufacturing,new,East Asia
Trafigura Beheer BV,1993,commodity trading,new,Europe
Snyder Communications,1988,advertising,new,North America
The DeBartolo Corporation,1944,real estate,new,North America
Hallmark Cards,1910,greeting cards,new,North America
Vicuna Group,1967,steel,new,Latin America
Far Eastern Group,1940,textiles,new,East Asia
Dropbox,2007,internet company,new,North America
Astra International,1957,automotive,new,East Asia
Valve Corporation,1996,video games,new,North America
Harvey Norman,1982,retail,new,North America
Eurofins Scientific,1988,laboratory services,new,Europe
MNC Group,1989,media,aquired,East Asia
Star River Goup,1996,real estate,new,East Asia
InterAgro,1995,aigriculture,new,Europe
Trendy Internation Group,1999,apparel,new,Latin America
Vicat,1853,cement,new,Europe
Ineos,1998,chemicals,new,Europe
Fragrance Group,1993,real estate,new,East Asia
Ferrexpo,1960,iron,privatization,Europe
The Walker Group,1972,real estate,new,North America
Buckeridge Group of Companies,1960,construction,new,North America
Shenzhen Hepalink Pharmaceutical,1998,pharmaceuticals,new,East Asia
GMK Holding,1991,"copper, poultry",new,East Asia
Loma Negra,1926,cement,new,Latin America
Regus,1989,business centers,new,Europe
CDW Corporation,1984,retail,new,North America
Kalpataru Group,1969,real estate,new,South Asia
MB Holding,1982,oil,new,Middle East/North Africa
SapuraKencana,1975,oil and gas,new,East Asia
Agis Industries,1983,pharmaceuticals,new,Middle East/North Africa
Chint Group,1984,electricity,new,East Asia
Maxi Group,2004,mettallurgy,new,Europe
Firestar International,1999,diamond jewelry,new,South Asia
Lupin,1968,pharmaceuticals,new,South Asia
OSIM International,1980,retail,new,East Asia
Tim Hortons,1967,restaurant,new,North America
MRV Engenharia,1979,construction,new,Latin America
AOL,1985,internet company,new,North America
Near East University,1988,education,new,Europe
Hefei Meiya Optoelectronic Technology,1990,measuring instruments,new,East Asia
Lancing Motor,0,motorcycles,new,East Asia
World Wrestling Entertainment (WWE),1952,wrestling promotion,new,North America
First Reserve Corporation,1983,private equity,new,North America
Man Wah Holdings,1992,furniture,new,East Asia
Renhe Commercial Holdings,2007,real estate,new,Europe
New Oriental Education and Technology Group,1993,education,new,East Asia
Guangdong Dongyangguang Aluminum,1993,aluminum,privatization,East Asia
Yanlord Land Group,1993,real estate,new,East Asia
Summa Group,2004,"ports, gas",new,Europe
Obrazovanie,1991,real estate,new,Europe
Itausa Investimentos Itau SA,1966,banking,new,Latin America
Perm Financial Industrial Group (PFIG),1991,telecom,new,Europe
Bhushan Steel,1987,steel,new,South Asia
Ultrapar,1930,"gas, petrochemicals",new,Latin America
Dijaya,1990,real estate,new,East Asia
Hochschild Mining,1911,mining,new,Latin America
Parcel Trade,1959,shipping,new,Europe
Baylinter Marine Corp,1955,boats,new,North America
Naver,1999,internet company,new,East Asia
Kangmei Pharmaceutical,1998,pharmaceuticals,new,East Asia
Constantia,1969,manufacturing,new,Europe
Fuyuan Group,0,real estate,new,East Asia
MSC Direct,1941,industrial equipment,new,North America
Pruksa Real Estate,1993,real estate,new,East Asia
Shandong Landbridge Group,1992,port logistics,new,East Asia
Calik Holding,1981,textiles,new,Middle East/North Africa
TAIF Group,1995,oil,new,Europe
Emperor Group,1964,watch retail,new,East Asia
IBE Trade,1987,fertilizers,aquired,North America
A. G. Spanos Companies,1960,real estate,new,North America
Spectrolab,1956,software,new,North America
Indorama Ventures,1988,polymers,new,East Asia
United Metallurigcal Company,1999,pipes,new,Europe
RAO UES,1991,investments,aquired,Europe
Dogan Holding,1961,media,new,Middle East/North Africa
Chaudhary Group,1970,retail,new,South Asia
Brades Investment Partners,1974,investment banking,new,North America
Hotel 81,1996,hotels,new,East Asia
Buckle,1948,apparel,new,North America
Affiliated Computer Services,1988,software,new,North America
Rede Record,1953,media,aquired,Latin America
Runicom S.A,1990,oil,new,North America
Fangda International Industrial Investment?,2002,mining,new,East Asia
Silverlake Axis,1989,software,new,East Asia
Hopewell Holdings,1972,infrastructure,new,East Asia
Sammy Corporation,1975,entertainment,new,East Asia
Wings Group,1950,laundry soap,new,East Asia
